timestamp,pod,app,node,phase,ready,pod_ip
2026-04-17T19:58:44.526483+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T19:58:44.526483+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T19:58:44.526483+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T19:58:44.526483+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T19:58:44.526483+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T19:58:44.526483+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T19:58:59.800301+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T19:58:59.800301+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T19:58:59.800301+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T19:58:59.800301+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T19:58:59.800301+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T19:58:59.800301+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T19:59:15.060028+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T19:59:15.060028+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T19:59:15.060028+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T19:59:15.060028+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T19:59:15.060028+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T19:59:15.060028+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T19:59:30.527540+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T19:59:30.527540+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T19:59:30.527540+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T19:59:30.527540+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T19:59:30.527540+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T19:59:30.527540+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T19:59:45.754884+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T19:59:45.754884+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T19:59:45.754884+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T19:59:45.754884+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T19:59:45.754884+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T19:59:45.754884+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:00:01.012597+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T20:00:01.012597+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:00:01.012597+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:00:01.012597+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:00:01.012597+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:00:01.012597+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:00:16.236826+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T20:00:16.236826+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:00:16.236826+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:00:16.236826+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:00:16.236826+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:00:16.236826+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Pending,false,
2026-04-17T20:00:16.236826+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:00:31.535000+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T20:00:31.535000+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:00:31.535000+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:00:31.535000+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:00:31.535000+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:00:31.535000+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,false,172.16.176.25
2026-04-17T20:00:31.535000+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:00:47.006026+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,false,172.16.250.91
2026-04-17T20:00:47.006026+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T20:00:47.006026+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:00:47.006026+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:00:47.006026+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:00:47.006026+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:00:47.006026+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:00:47.006026+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:01:02.249407+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:01:02.249407+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,true,172.16.47.52
2026-04-17T20:01:02.249407+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:01:02.249407+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:01:02.249407+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:01:02.249407+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:01:02.249407+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:01:02.249407+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:01:17.483448+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:01:17.483448+00:00,auth-service-946778f5b-sb47q,auth-service,vishal-hp,Running,false,172.16.47.52
2026-04-17T20:01:17.483448+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:01:17.483448+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,false,172.16.250.92
2026-04-17T20:01:17.483448+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:01:17.483448+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:01:17.483448+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:01:17.483448+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:01:17.483448+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:01:32.755292+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:01:32.755292+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:01:32.755292+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:01:32.755292+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,true,172.16.47.51
2026-04-17T20:01:32.755292+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:01:32.755292+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:01:32.755292+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:01:32.755292+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:01:48.016867+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:01:48.016867+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:01:48.016867+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:01:48.016867+00:00,gateway-7f7b464549-5dz8x,gateway,vishal-hp,Running,false,172.16.47.51
2026-04-17T20:01:48.016867+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:01:48.016867+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:01:48.016867+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:01:48.016867+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,false,172.16.250.93
2026-04-17T20:01:48.016867+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:02:03.254160+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:02:03.254160+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:02:03.254160+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:02:03.254160+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:02:03.254160+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:02:03.254160+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:02:03.254160+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
2026-04-17T20:02:03.254160+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,true,172.16.47.54
2026-04-17T20:02:18.520547+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:02:18.520547+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:02:18.520547+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:02:18.520547+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:02:18.520547+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:02:18.520547+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:02:18.520547+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
2026-04-17T20:02:18.520547+00:00,user-service-7588657948-r8z2d,user-service,vishal-hp,Running,false,172.16.47.54
2026-04-17T20:02:33.801389+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:02:33.801389+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:02:33.801389+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:02:33.801389+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:02:33.801389+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:02:33.801389+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:02:33.801389+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
2026-04-17T20:02:49.057539+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:02:49.057539+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:02:49.057539+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:02:49.057539+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:02:49.057539+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:02:49.057539+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:02:49.057539+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
2026-04-17T20:03:04.320135+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:03:04.320135+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:03:04.320135+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:03:04.320135+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:03:04.320135+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:03:04.320135+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:03:04.320135+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
2026-04-17T20:03:19.679481+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:03:19.679481+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:03:19.679481+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:03:19.679481+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:03:19.679481+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:03:19.679481+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:03:19.679481+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
2026-04-17T20:03:34.954223+00:00,auth-service-7b8fcd4bc8-fls7c,auth-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.91
2026-04-17T20:03:34.954223+00:00,db-service-745db8b757-dbc7f,db-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.90
2026-04-17T20:03:34.954223+00:00,gateway-69bbfdcf6f-xkb42,gateway,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.92
2026-04-17T20:03:34.954223+00:00,loadgen-d6bfd4fb4-6m68k,loadgen,vishal-hp,Running,true,172.16.47.55
2026-04-17T20:03:34.954223+00:00,logger-service-6fd8bcc784-p7kh5,logger-service,vishal-hp,Running,true,172.16.47.53
2026-04-17T20:03:34.954223+00:00,network-rescheduler-5b6d7ff6bc-nfbs8,network-rescheduler,archlinux,Running,true,172.16.176.25
2026-04-17T20:03:34.954223+00:00,user-service-59c464854b-kmvnf,user-service,anshul-hp-pavilion-gaming-laptop-15-dk0xxx,Running,true,172.16.250.93
